datetime,label,direction,id,x,y,w,h,Color,ColorConf,Type,TypeConf
2019-06-14 02:05:05.600000,line1,down,6950,408,204,32,29,Blue,0.47,Car,0.64
2019-06-14 02:05:06.400000,line1,down,6974,436,204,36,27,Gray,0.28,Car,0.73
2019-06-14 02:05:06.500000,line2,down,6926,671,435,64,62,White,0.56,Car,0.45
2019-06-14 02:05:06.800000,line1,up,6998,346,205,38,32,White,0.6,SUV,0.59
2019-06-14 02:05:06.900000,line1,down,6994,412,208,31,28,Gray,0.31,Car,0.63
2019-06-14 02:05:07.400000,line2,down,6930,665,340,163,146,Red,0.74,BigTruck,0.36
2019-06-14 02:05:07.500000,line1,up,7002,316,197,37,46,White,0.8,SmallTruck,0.51
2019-06-14 02:05:08,line2,up,7046,508,406,78,65,Black,0.91,Car,0.94
2019-06-14 02:05:08.300000,line2,down,7066,661,440,71,59,White,0.98,SUV,0.58
2019-06-14 02:05:08.600000,line2,up,7062,466,441,76,66,Yellow,0.55,Van,0.6
2019-06-14 02:05:08.800000,line1,down,7006,425,175,57,52,Red,0.56,BigTruck,0.24
2019-06-14 02:05:09,line2,down,7070,722,432,73,55,White,0.94,SUV,0.54
2019-06-14 02:05:09.300000,line2,down,7082,652,435,67,56,White,0.98,Car,0.64
2019-06-14 02:05:09.300000,line1,down,7054,408,201,36,34,Gray,0.28,Car,0.45
2019-06-14 02:05:10,line1,up,7034,315,208,37,37,White,0.41,Car,0.68
2019-06-14 02:05:10.100000,line1,up,7046,353,212,35,28,Black,0.5,Car,0.74
2019-06-14 02:05:10.800000,line2,up,7138,546,436,79,70,Black,0.96,Car,0.85
2019-06-14 02:05:11.400000,line1,up,7062,318,212,33,33,White,0.52,SUV,0.26
2019-06-14 02:05:11.600000,line2,down,7006,651,346,163,142,Red,0.75,BigTruck,0.4
2019-06-14 02:05:11.600000,line2,down,7146,655,437,89,73,White,0.94,SUV,0.35
2019-06-14 02:05:12.200000,line2,up,7154,511,401,82,68,White,0.68,Car,0.7
2019-06-14 02:05:13.100000,line1,down,7118,439,194,38,33,Gray,0.31,Car,0.24
2019-06-14 02:05:13.200000,line2,up,7178,533,428,87,73,White,0.95,Car,0.92
2019-06-14 02:05:13.200000,line1,up,7138,348,202,41,38,Black,0.47,Car,0.56
2019-06-14 02:05:13.600000,line2,up,7190,467,444,85,73,Blue,0.7,SmallTruck,0.48
2019-06-14 02:05:14.500000,line1,up,7154,350,206,36,32,White,0.63,Car,0.51
2019-06-14 02:05:14.900000,line1,down,7186,410,205,30,27,Blue,0.34,Car,0.55
2019-06-14 02:05:15.600000,line1,up,7178,352,207,34,28,White,0.87,Car,0.67
2019-06-14 02:05:16,line2,up,7214,492,445,63,59,White,0.68,Car,0.35
2019-06-14 02:05:16.200000,line1,down,7166,446,200,33,29,Blue,0.31,Car,0.51
2019-06-14 02:05:16.300000,line1,up,7190,314,211,33,33,Blue,0.38,Car,0.46
2019-06-14 02:05:16.900000,line2,up,7250,545,436,85,66,White,0.95,Car,0.94
2019-06-14 02:05:16.900000,line2,up,7242,478,452,64,59,White,0.4,Van,0.41
2019-06-14 02:05:17.300000,line2,down,7262,656,435,74,58,White,0.9,Car,0.6
2019-06-14 02:05:17.300000,line1,down,7194,408,203,33,29,Green,0.26,Car,0.63
2019-06-14 02:05:18.100000,line1,down,7210,440,199,34,27,Gray,0.3,Car,0.57
2019-06-14 02:05:18.500000,line1,up,7214,322,214,29,31,White,0.55,Car,0.4
2019-06-14 02:05:19.100000,line1,up,7250,355,206,36,31,White,0.83,Car,0.74
2019-06-14 02:05:19.100000,line2,down,7330,734,432,69,60,White,1.0,SUV,0.92
2019-06-14 02:05:19.400000,line2,up,7334,475,455,77,65,Yellow,0.42,SUV,0.48
2019-06-14 02:05:19.700000,line2,down,7358,655,438,68,61,Yellow,0.72,Car,0.42
2019-06-14 02:05:19.800000,line1,up,7242,323,215,30,31,White,0.5,Car,0.39
2019-06-14 02:05:20.300000,line1,up,7306,349,205,34,30,Gray,0.47,Car,0.67
2019-06-14 02:05:20.900000,line1,down,7350,444,201,37,26,Blue,0.46,Car,0.58
2019-06-14 02:05:21.200000,line2,down,7210,720,419,73,61,White,0.53,Car,0.49
2019-06-14 02:05:21.500000,line1,down,7314,407,207,30,27,Blue,0.28,Car,0.57
2019-06-14 02:05:22.300000,line1,up,7334,323,212,32,34,White,0.3,Car,0.48
2019-06-14 02:05:22.900000,line1,down,7390,409,205,31,28,Blue,0.52,Car,0.63
2019-06-14 02:05:23.200000,line1,down,7342,429,178,52,50,Red,0.56,BigBus,0.28
2019-06-14 02:05:24,line2,down,7446,739,438,68,50,Black,0.62,Car,0.55
2019-06-14 02:05:24.100000,line2,up,7458,517,432,79,64,White,0.78,Car,0.94
2019-06-14 02:05:24.100000,line2,down,7462,655,434,61,56,White,0.99,SUV,0.5
2019-06-14 02:05:24.500000,line1,down,7418,403,202,35,30,Blue,0.65,Car,0.52
2019-06-14 02:05:24.600000,line2,up,7474,453,442,84,76,Yellow,0.28,Van,0.5
2019-06-14 02:05:25.100000,line1,down,7414,440,200,34,26,Gray,0.25,Car,0.61
2019-06-14 02:05:25.600000,line2,down,7506,667,449,74,58,Black,0.87,Car,0.84
2019-06-14 02:05:26.400000,line1,up,7458,344,210,36,31,White,0.7,Car,0.72
2019-06-14 02:05:26.400000,line2,down,7494,662,340,160,142,Red,0.97,BigTruck,0.52
2019-06-14 02:05:26.800000,line1,down,7466,413,200,31,33,Blue,0.33,Car,0.6
2019-06-14 02:05:27.200000,line1,up,7474,314,211,33,35,Blue,0.23,Car,0.34
2019-06-14 02:05:28.300000,line2,down,7414,731,432,68,51,Gray,0.26,Car,0.52
2019-06-14 02:05:28.600000,line1,down,7518,438,200,37,30,Blue,0.28,Car,0.63
2019-06-14 02:05:29,line1,down,7534,404,202,36,34,Blue,0.35,Car,0.44
2019-06-14 02:05:29.800000,line2,down,7570,669,417,70,81,White,0.37,Van,0.44
2019-06-14 02:05:30.700000,line1,down,7566,438,199,40,32,Blue,0.31,Car,0.53
2019-06-14 02:05:31.400000,line1,down,7522,404,199,38,35,Blue,0.37,Car,0.4
2019-06-14 02:05:31.700000,line2,down,7518,731,436,69,56,White,0.47,Car,0.51
2019-06-14 02:05:32,line2,down,7606,661,436,68,63,White,0.81,SUV,0.69
2019-06-14 02:05:32.500000,line1,down,7598,409,183,44,51,Blue,0.92,Car,0.25
2019-06-14 02:05:32.600000,line2,up,7618,418,357,141,170,White,0.47,BigTruck,0.38
2019-06-14 02:05:33.500000,line2,up,7646,529,419,82,78,Black,0.91,Car,0.9
2019-06-14 02:05:33.600000,line2,down,7566,728,428,77,62,White,0.37,Car,0.51
2019-06-14 02:05:34.300000,line2,down,7522,665,428,76,76,White,0.44,Car,0.26
2019-06-14 02:05:34.700000,line1,up,7622,347,199,39,37,White,0.68,SUV,0.44
2019-06-14 02:05:35,line1,down,7634,439,199,35,31,Gray,0.35,Car,0.57
2019-06-14 02:05:35.200000,line1,up,7618,297,189,56,56,White,0.66,BigTruck,0.36
2019-06-14 02:05:35.200000,line1,down,7594,402,199,40,36,Blue,0.35,Car,0.36
2019-06-14 02:05:35.300000,line2,up,7682,518,412,97,83,Black,0.59,SUV,0.4
2019-06-14 02:05:35.400000,line2,down,7598,609,354,137,139,Blue,0.68,SmallTruck,0.39
2019-06-14 02:05:35.800000,line1,up,7646,351,206,39,34,Black,0.69,Car,0.81
2019-06-14 02:05:36.400000,line1,down,7662,411,207,31,29,Blue,0.49,Car,0.46
2019-06-14 02:05:37.700000,line1,up,7682,343,197,45,41,Blue,0.5,SUV,0.39
2019-06-14 02:05:37.800000,line2,down,7594,651,428,79,76,White,0.39,Van,0.3
2019-06-14 02:05:37.900000,line1,down,7654,401,196,40,37,Blue,0.4,Car,0.46
2019-06-14 02:05:38.100000,line2,up,7730,488,374,80,65,White,0.76,Car,0.83
2019-06-14 02:05:39,line2,down,7790,663,444,65,57,Black,0.56,SUV,0.55
2019-06-14 02:05:39.100000,line2,up,7786,538,434,80,64,White,0.86,Car,0.93
2019-06-14 02:05:39.300000,line1,down,7698,439,199,34,28,White,0.32,Car,0.75
2019-06-14 02:05:40,line1,down,7734,402,196,38,36,Blue,0.36,Car,0.34
2019-06-14 02:05:40.100000,line1,up,7742,349,203,35,33,White,0.43,Car,0.47
2019-06-14 02:05:40.500000,line2,up,7838,523,440,74,60,Black,0.94,Car,0.7
2019-06-14 02:05:40.600000,line2,down,7758,664,424,76,74,White,0.94,Van,0.59
2019-06-14 02:05:41.500000,line1,up,7786,352,206,35,29,White,0.65,Car,0.61
2019-06-14 02:05:42.100000,line1,down,7814,412,205,33,31,Gray,0.28,Car,0.64
2019-06-14 02:05:42.600000,line2,down,7698,733,434,66,54,White,0.62,Car,0.66
2019-06-14 02:05:42.700000,line2,down,7734,662,431,79,78,White,0.46,Van,0.47
2019-06-14 02:05:42.800000,line1,up,7838,344,208,37,30,Black,0.65,Car,0.63
2019-06-14 02:05:43.300000,line1,down,7862,439,198,39,29,Red,0.74,Car,0.51
2019-06-14 02:05:43.400000,line2,up,7886,463,331,184,177,White,0.42,BigTruck,0.3
2019-06-14 02:05:43.400000,line1,down,7854,405,206,32,26,Gray,0.27,Car,0.67
2019-06-14 02:05:44.500000,line1,down,7870,406,202,35,30,Blue,0.38,Car,0.65
2019-06-14 02:05:44.700000,line2,down,7926,675,449,62,52,White,0.99,SUV,0.49
2019-06-14 02:05:45.600000,line2,up,7942,525,427,93,82,Black,0.79,Car,0.84
2019-06-14 02:05:45.600000,line1,down,7874,437,198,42,31,Blue,0.44,Car,0.58
2019-06-14 02:05:45.800000,line1,up,7886,323,169,76,73,White,0.63,SmallTruck,0.47
2019-06-14 02:05:45.900000,line1,down,7902,398,200,42,35,Blue,0.32,Car,0.59
2019-06-14 02:05:46.300000,line2,down,7862,722,424,76,59,Red,0.85,Car,0.6
2019-06-14 02:05:47.200000,line2,down,8026,659,439,72,58,White,0.79,Car,0.57
2019-06-14 02:05:47.800000,line2,up,8030,540,430,94,77,White,0.24,SUV,0.73
2019-06-14 02:05:48,line1,up,7942,348,208,40,33,Black,0.47,Car,0.78
2019-06-14 02:05:48,line1,down,8002,407,198,34,34,Green,0.34,Car,0.63
2019-06-14 02:05:48.600000,line1,down,8014,438,200,37,28,Blue,0.4,Car,0.6
2019-06-14 02:05:48.700000,line2,down,8058,664,442,72,62,White,0.99,Van,0.51
2019-06-14 02:05:48.700000,line2,down,7874,726,425,75,60,Black,0.34,Car,0.43
2019-06-14 02:05:49,line1,up,7990,315,205,36,40,Yellow,0.76,SmallTruck,0.5
2019-06-14 02:05:49.400000,line1,down,8022,406,203,37,32,Blue,0.31,Car,0.46
2019-06-14 02:05:49.700000,line1,down,7950,439,200,36,29,Blue,0.51,Car,0.47
2019-06-14 02:05:50.400000,line1,up,8030,355,206,36,32,White,0.22,SUV,0.51
2019-06-14 02:05:50.700000,line1,down,8046,405,205,35,27,Blue,0.8,Car,0.6
2019-06-14 02:05:51.100000,line2,down,8094,662,432,63,64,White,0.45,Van,0.64
2019-06-14 02:05:51.100000,line1,down,8054,436,192,37,35,Blue,0.28,Car,0.41
2019-06-14 02:05:51.300000,line2,up,8110,533,425,79,67,White,0.85,Car,0.48
2019-06-14 02:05:51.700000,line2,up,8114,474,448,75,68,White,0.74,Car,0.67
2019-06-14 02:05:51.900000,line2,down,8078,729,432,67,56,White,0.42,Car,0.64
2019-06-14 02:05:51.900000,line1,down,8034,408,205,34,28,Blue,0.26,Car,0.62
2019-06-14 02:05:52.400000,line2,down,8022,656,431,67,63,White,0.49,Van,0.35
2019-06-14 02:05:52.600000,line2,up,8122,486,359,150,149,White,0.99,SmallTruck,0.79
2019-06-14 02:05:52.700000,line1,up,8106,304,190,49,57,White,0.81,SmallTruck,0.67
2019-06-14 02:05:53,line2,down,7950,723,429,73,57,Blue,0.39,Car,0.5
2019-06-14 02:05:53.100000,line1,down,8090,440,194,37,35,Blue,0.31,Car,0.53
2019-06-14 02:05:53.600000,line2,up,8150,526,427,83,70,White,0.65,Car,0.93
2019-06-14 02:05:53.600000,line1,down,7998,409,208,33,26,Blue,0.68,Car,0.62
2019-06-14 02:05:53.800000,line1,up,8110,353,210,34,29,White,0.77,SUV,0.47
2019-06-14 02:05:53.900000,line2,down,8046,656,433,71,57,Blue,0.86,Car,0.72
2019-06-14 02:05:54.200000,line1,down,8138,437,202,44,25,Black,0.32,Car,0.62
2019-06-14 02:05:54.600000,line2,up,8190,551,439,73,61,White,0.9,Car,0.47
2019-06-14 02:05:54.600000,line2,down,8054,734,419,66,65,White,0.5,Van,0.48
2019-06-14 02:05:54.600000,line2,up,8202,494,455,55,50,White,0.66,Van,0.48
2019-06-14 02:05:54.700000,line1,up,8114,322,217,32,29,White,0.79,Car,0.69
2019-06-14 02:05:54.800000,line1,down,8130,411,207,31,26,Gray,0.26,Car,0.62
2019-06-14 02:05:54.800000,line2,up,8194,454,407,77,79,White,0.53,Van,0.33
2019-06-14 02:05:55.200000,line2,down,8034,656,439,72,59,White,0.55,Car,0.67
2019-06-14 02:05:55.300000,line1,up,8122,334,176,57,63,White,0.97,SmallTruck,0.65
2019-06-14 02:05:55.800000,line2,up,8214,532,422,84,71,White,0.88,Car,0.64
2019-06-14 02:05:56.300000,line1,up,8150,352,209,32,28,White,0.54,Car,0.82
2019-06-14 02:05:56.400000,line1,down,8174,415,208,30,27,Blue,0.38,Car,0.47
2019-06-14 02:05:56.600000,line2,down,8090,714,415,81,71,White,0.43,Car,0.41
2019-06-14 02:05:56.900000,line2,down,7998,663,443,69,56,Blue,0.45,Car,0.57
2019-06-14 02:05:57.400000,line1,up,8190,358,207,31,30,White,0.84,Car,0.43
2019-06-14 02:05:57.400000,line1,up,8194,320,213,31,33,White,0.53,Car,0.28
2019-06-14 02:05:57.700000,line2,down,8138,713,423,79,61,Black,0.49,Car,0.57
2019-06-14 02:05:58,line2,up,8254,525,428,90,73,White,0.27,SUV,0.49
2019-06-14 02:05:58.100000,line2,down,8130,655,435,66,55,White,0.56,Car,0.57
2019-06-14 02:05:58.400000,line1,down,8230,402,198,39,35,Blue,0.39,Car,0.37
2019-06-14 02:05:58.600000,line1,up,8214,353,206,37,34,White,0.9,Car,0.59
2019-06-14 02:05:58.800000,line1,down,8210,437,191,40,36,Blue,0.48,Car,0.48
2019-06-14 02:05:59,line2,up,8278,523,398,96,99,White,0.95,Van,0.74
2019-06-14 02:05:59.500000,line2,down,8174,657,435,65,56,White,0.41,SUV,0.38
2019-06-14 02:05:59.800000,line1,up,8250,317,208,32,34,White,0.49,SUV,0.49
2019-06-14 02:06:00.800000,line1,up,8254,349,208,37,31,Gray,0.33,Car,0.47
2019-06-14 02:06:01.100000,line2,up,8314,509,413,98,89,White,0.74,SmallTruck,0.42
2019-06-14 02:06:01.500000,line2,down,8230,657,422,74,76,White,0.5,Van,0.4
2019-06-14 02:06:01.600000,line1,down,8286,408,188,49,42,Blue,0.6,Car,0.67
2019-06-14 02:06:01.800000,line1,up,8278,341,195,47,46,White,0.79,Van,0.4
2019-06-14 02:06:01.900000,line1,up,8294,307,202,45,42,Black,0.45,Car,0.54
2019-06-14 02:06:02.300000,line2,down,8342,750,425,65,57,White,0.98,Van,0.56
2019-06-14 02:06:03.200000,line2,up,8402,532,432,79,71,Gray,0.23,SUV,0.35
2019-06-14 02:06:03.500000,line1,up,8314,342,202,42,39,White,0.67,SUV,0.36
2019-06-14 02:06:04.100000,line1,down,8410,408,190,37,42,Red,0.83,Car,0.4
2019-06-14 02:06:04.300000,line1,down,8338,392,173,65,61,Red,0.59,BigTruck,0.46
2019-06-14 02:06:04.700000,line2,down,8438,689,437,61,61,White,0.86,SmallTruck,0.32
2019-06-14 02:06:04.900000,line1,up,8366,309,216,33,29,Blue,0.48,Car,0.6
2019-06-14 02:06:05.400000,line2,up,8446,523,419,86,80,White,0.96,Van,0.39
2019-06-14 02:06:05.600000,line1,up,8402,344,204,39,36,Black,0.21,SUV,0.38
2019-06-14 02:06:05.800000,line2,up,8450,455,434,82,71,Red,0.73,SUV,0.9
2019-06-14 02:06:06,line1,down,8434,440,194,41,32,Yellow,0.63,SUV,0.28
2019-06-14 02:06:06.400000,line1,down,8422,404,184,44,49,Blue,0.51,SmallTruck,0.39
2019-06-14 02:06:06.600000,line2,up,8474,519,406,102,97,White,0.9,Van,0.58
2019-06-14 02:06:06.800000,line1,up,8426,314,210,33,33,White,0.54,SUV,0.51
2019-06-14 02:06:07.200000,line2,down,8338,672,397,77,100,Red,0.73,BigTruck,0.46
2019-06-14 02:06:07.800000,line2,up,8502,532,430,88,70,Black,0.91,Car,0.83
2019-06-14 02:06:08,line1,up,8446,346,201,37,36,White,0.94,SUV,0.23
2019-06-14 02:06:08,line2,up,8518,483,464,68,56,Black,0.78,Car,0.72
2019-06-14 02:06:08.400000,line1,up,8450,320,213,32,33,Red,0.66,Car,0.49
2019-06-14 02:06:08.400000,line1,down,8458,393,179,61,54,Blue,0.84,Car,0.26
2019-06-14 02:06:09.100000,line2,up,8558,536,415,78,79,White,0.82,SUV,0.44
2019-06-14 02:06:09.300000,line1,up,8474,341,199,45,42,White,0.62,SUV,0.28
2019-06-14 02:06:09.300000,line2,down,8562,720,411,75,65,Yellow,0.97,SmallTruck,0.35
2019-06-14 02:06:09.400000,line2,up,8566,473,456,75,68,White,0.55,SUV,0.62
2019-06-14 02:06:09.500000,line2,down,8574,664,412,67,85,White,0.45,SmallTruck,0.33
2019-06-14 02:06:10.400000,line1,up,8502,351,208,35,30,Black,0.5,Car,0.66
2019-06-14 02:06:10.400000,line1,down,8570,440,195,41,34,Red,0.72,Car,0.32
2019-06-14 02:06:10.500000,line2,up,8642,537,433,70,59,White,0.86,Car,0.46
2019-06-14 02:06:10.700000,line1,up,8522,319,217,30,30,Blue,0.43,Car,0.69
2019-06-14 02:06:11,line1,down,8470,411,206,32,28,Blue,0.4,Car,0.57
2019-06-14 02:06:11.600000,line2,down,8458,628,368,123,137,Blue,0.48,SmallTruck,0.39
2019-06-14 02:06:11.700000,line1,up,8558,350,200,36,36,White,0.64,SUV,0.53
2019-06-14 02:06:11.900000,line2,up,8702,472,449,84,69,Black,0.6,Car,0.69
2019-06-14 02:06:12.200000,line1,up,8566,315,214,29,29,White,0.55,Car,0.55
2019-06-14 02:06:12.300000,line1,down,8646,447,201,33,27,Blue,0.34,Car,0.65
2019-06-14 02:06:12.300000,line1,down,8598,404,199,35,33,Blue,0.62,Car,0.43
2019-06-14 02:06:12.500000,line2,down,8706,736,431,68,57,White,1.0,Van,0.91
2019-06-14 02:06:12.900000,line1,up,8642,356,205,34,31,White,0.67,SUV,0.49
2019-06-14 02:06:13.500000,line2,down,8526,953,599,100,83,Blue,0.79,Car,0.27
2019-06-14 02:06:13.800000,line1,down,8650,411,192,37,41,Blue,0.58,Car,0.31
2019-06-14 02:06:13.800000,line2,down,8710,707,389,93,95,Red,0.99,BigTruck,0.78
2019-06-14 02:06:13.900000,line2,up,8754,499,368,122,130,Yellow,0.81,SmallTruck,0.58
2019-06-14 02:06:14.100000,line2,down,8470,666,443,69,60,White,0.39,Car,0.59
2019-06-14 02:06:14.200000,line1,up,8734,352,208,35,32,White,0.52,Car,0.48
2019-06-14 02:06:14.400000,line2,up,8758,476,453,72,62,Yellow,0.64,Van,0.51
2019-06-14 02:06:14.400000,line1,up,8702,317,212,33,32,Blue,0.41,Car,0.69
2019-06-14 02:06:15.300000,line1,down,8738,436,193,42,35,Blue,0.34,Car,0.33
2019-06-14 02:06:15.400000,line2,down,8598,652,424,69,66,Blue,0.44,Car,0.35
2019-06-14 02:06:15.500000,line2,up,8782,516,429,83,72,White,0.8,SUV,0.45
2019-06-14 02:06:15.600000,line2,down,8646,732,431,68,53,Black,0.48,Car,0.58
2019-06-14 02:06:15.900000,line1,down,8678,398,200,41,34,Blue,0.57,Car,0.53
2019-06-14 02:06:16,line1,up,8754,339,185,52,56,Yellow,0.56,SmallTruck,0.48
2019-06-14 02:06:16.800000,line2,up,8810,538,433,84,73,Black,0.98,SUV,0.68
2019-06-14 02:06:16.900000,line2,down,8650,659,396,78,92,Blue,0.34,SmallTruck,0.43
2019-06-14 02:06:17,line1,up,8758,318,216,28,29,White,0.3,Car,0.57
2019-06-14 02:06:17.200000,line1,down,8746,409,203,32,31,Blue,0.3,Car,0.4
2019-06-14 02:06:17.500000,line2,up,8830,534,421,80,68,Black,0.96,Car,0.52
2019-06-14 02:06:17.800000,line1,up,8782,342,204,38,32,White,0.79,Car,0.45
2019-06-14 02:06:18.600000,line2,down,8738,740,424,69,62,Gray,0.4,Van,0.51
2019-06-14 02:06:18.700000,line1,down,8714,407,199,33,33,Blue,0.74,Car,0.52
2019-06-14 02:06:19.100000,line2,down,8678,649,431,70,64,Blue,0.43,Car,0.35
2019-06-14 02:06:19.100000,line1,up,8810,348,203,41,36,Black,0.63,Car,0.49
2019-06-14 02:06:19.700000,line1,up,8830,348,200,42,38,Blue,0.5,Car,0.66
2019-06-14 02:06:20.400000,line2,down,8862,663,433,60,59,White,0.9,Van,0.76
2019-06-14 02:06:20.500000,line1,down,8798,439,191,42,36,Blue,0.53,Car,0.4
2019-06-14 02:06:22,line2,down,8714,658,425,74,73,Blue,0.76,Car,0.36
2019-06-14 02:06:22,line1,down,8866,431,185,54,42,Blue,0.81,Car,0.42
2019-06-14 02:06:22.300000,line1,down,8834,407,203,35,31,Blue,0.35,Car,0.61
2019-06-14 02:06:23.900000,line2,down,8898,707,394,89,85,White,0.67,SmallTruck,0.73
2019-06-14 02:06:24.300000,line1,down,8886,407,204,33,30,Blue,0.43,Car,0.65
2019-06-14 02:06:25.200000,line2,down,8834,655,426,67,65,White,0.43,Car,0.49
2019-06-14 02:06:25.400000,line2,up,8958,460,453,74,61,Black,0.45,Car,0.89
2019-06-14 02:06:25.400000,line1,up,8922,317,208,32,38,White,0.68,SUV,0.41
2019-06-14 02:06:25.500000,line2,down,8866,703,401,98,78,Blue,0.91,Car,0.29
2019-06-14 02:06:25.800000,line1,down,8850,408,205,33,30,Blue,0.41,Car,0.5
2019-06-14 02:06:26.600000,line1,down,8982,434,173,48,55,Blue,0.73,SmallTruck,0.59
2019-06-14 02:06:27,line2,up,8990,458,441,83,71,Black,0.81,SUV,0.6
2019-06-14 02:06:27.300000,line2,down,8886,653,436,70,59,Blue,0.32,Car,0.51
2019-06-14 02:06:27.600000,line1,down,8938,406,206,34,29,Blue,0.39,Car,0.62
2019-06-14 02:06:28.100000,line1,up,8958,313,217,30,26,Blue,0.47,Car,0.69
2019-06-14 02:06:28.400000,line1,down,8978,446,201,32,25,Blue,0.32,Car,0.52
2019-06-14 02:06:28.900000,line1,down,8970,410,206,31,28,Gray,0.29,Car,0.78
2019-06-14 02:06:29.700000,line1,up,8990,315,214,31,29,Black,0.6,Car,0.55
2019-06-14 02:06:29.900000,line2,down,8982,680,354,129,126,White,0.69,SmallTruck,0.82
2019-06-14 02:06:30.800000,line2,up,9050,479,355,144,143,White,0.99,SmallTruck,0.88
2019-06-14 02:06:30.900000,line2,down,8938,648,438,69,56,Gray,0.28,Car,0.48
2019-06-14 02:06:30.900000,line1,down,9006,411,205,34,30,Blue,0.49,Car,0.54
2019-06-14 02:06:31.100000,line1,down,9026,441,199,34,29,White,0.39,Car,0.6
2019-06-14 02:06:31.700000,line2,down,8978,723,423,68,54,White,0.38,Car,0.57
2019-06-14 02:06:32.200000,line2,down,8970,658,437,71,59,White,0.46,Car,0.83
2019-06-14 02:06:32.300000,line2,up,9074,510,421,90,74,White,0.65,Car,0.8
2019-06-14 02:06:32.500000,line1,down,9038,408,201,37,31,Blue,0.57,Car,0.46
2019-06-14 02:06:33.200000,line1,up,9050,316,166,74,72,White,0.93,SmallTruck,0.83
2019-06-14 02:06:34.300000,line2,down,9006,663,433,72,62,Blue,0.32,SUV,0.41
2019-06-14 02:06:34.600000,line2,down,9026,712,418,76,59,White,0.55,Car,0.62
2019-06-14 02:06:34.600000,line1,up,9074,343,205,37,30,White,0.64,Car,0.72
2019-06-14 02:06:35.500000,line1,down,9058,410,205,33,30,Blue,0.35,Car,0.52
2019-06-14 02:06:35.600000,line2,down,9038,663,422,78,72,Blue,0.46,SUV,0.47
2019-06-14 02:06:35.900000,line1,up,9126,340,194,49,44,Blue,0.33,SUV,0.38
2019-06-14 02:06:36.400000,line1,down,9082,435,195,38,32,Blue,0.52,SUV,0.35
2019-06-14 02:06:37.100000,line1,down,9130,404,199,37,35,Blue,0.33,Car,0.45
2019-06-14 02:06:37.900000,line1,up,9190,343,203,37,33,White,0.65,SUV,0.56
2019-06-14 02:06:38.500000,line1,down,9138,412,206,30,29,Blue,0.3,Car,0.49
2019-06-14 02:06:39.700000,line1,down,9210,409,204,30,30,Gray,0.31,Car,0.41
2019-06-14 02:06:39.800000,line2,down,9082,708,414,76,65,Blue,0.33,Van,0.34
2019-06-14 02:06:40.100000,line2,down,9246,656,423,74,68,White,0.83,Van,0.44
2019-06-14 02:06:40.200000,line1,down,9222,434,188,47,41,Blue,0.75,Car,0.29
2019-06-14 02:06:40.900000,line2,up,9254,474,458,73,61,White,0.4,SUV,0.43
2019-06-14 02:06:41.500000,line2,down,9282,659,435,66,55,White,0.98,SmallTruck,0.33
2019-06-14 02:06:41.600000,line1,down,9206,406,201,33,34,Blue,0.65,Car,0.42
2019-06-14 02:06:41.700000,line2,up,9274,518,416,94,80,White,0.95,SUV,0.76
2019-06-14 02:06:41.800000,line1,up,9234,309,209,41,38,White,0.64,SmallTruck,0.33
2019-06-14 02:06:42.200000,line2,up,9302,487,448,64,65,White,0.7,Van,0.63
2019-06-14 02:06:42.400000,line2,up,9314,544,433,73,62,White,0.8,Car,0.78
2019-06-14 02:06:42.500000,line2,up,9310,526,413,80,69,White,0.72,Car,0.77
2019-06-14 02:06:42.700000,line2,down,9330,673,437,59,58,White,0.96,Van,0.46
2019-06-14 02:06:43.400000,line1,down,9250,439,201,33,27,White,0.31,Car,0.78
2019-06-14 02:06:43.800000,line2,down,9346,696,383,135,110,Blue,0.65,SmallTruck,0.49
2019-06-14 02:06:43.900000,line1,up,9254,314,214,30,31,White,0.46,Car,0.4
2019-06-14 02:06:43.900000,line2,up,9350,460,311,184,162,White,0.89,SmallTruck,0.26
2019-06-14 02:06:44.100000,line1,up,9274,344,199,41,42,White,0.94,SUV,0.77
2019-06-14 02:06:44.500000,line2,down,9366,661,434,72,68,Black,0.45,Van,0.25
2019-06-14 02:06:44.900000,line1,up,9314,357,207,30,30,White,0.6,Car,0.74
2019-06-14 02:06:45,line1,down,9342,437,193,42,34,Gray,0.35,Van,0.3
2019-06-14 02:06:45.300000,line1,up,9302,324,210,28,32,White,0.53,Car,0.38
2019-06-14 02:06:45.800000,line2,up,9398,543,430,71,64,White,0.47,Car,0.4
2019-06-14 02:06:45.900000,line1,down,9362,402,180,51,58,Blue,0.67,SmallTruck,0.3
2019-06-14 02:06:46.600000,line2,down,9250,711,424,68,55,White,0.54,Car,0.77
2019-06-14 02:06:47.600000,line2,up,9418,474,333,166,165,White,0.98,SmallTruck,0.86
2019-06-14 02:06:48.200000,line2,up,9458,459,457,83,64,Black,0.65,Car,0.93
2019-06-14 02:06:48.200000,line1,up,9398,353,206,35,32,White,0.38,Car,0.5
2019-06-14 02:06:48.300000,line2,down,9342,723,413,83,70,White,0.61,Van,0.56
2019-06-14 02:06:48.500000,line1,down,9402,407,203,34,31,Blue,0.33,Car,0.66
2019-06-14 02:06:50.300000,line1,up,9418,319,165,78,74,White,0.79,SmallTruck,0.65
2019-06-14 02:06:50.400000,line2,up,9494,538,434,85,76,Black,0.85,SUV,0.67
2019-06-14 02:06:50.800000,line2,up,9498,462,450,78,65,White,0.56,Car,0.8
